99	0.53 	0.08 	0.37 	0.13 	0.01 
100	0.18 	0.04 	0.49 	0.13 	0.00 
101	0.11 	0.09 	0.66 	0.61 	0.02 
102	0.35 	0.10 	0.32 	0.53 	0.03 
103	0.80 	0.16 	0.41 	0.41 	0.02 
104	0.32 	0.21 	0.64 	0.59 	0.01 
105	0.28 	0.12 	0.70 	0.26 	0.00 
106	0.74 	0.13 	0.44 	0.16 	0.01 
107	0.56 	0.14 	0.63 	0.56 	0.01 
108	0.20 	0.18 	0.89 	0.28 	0.00 
109	0.54 	0.16 	0.54 	0.19 	0.00 
110	0.20 	0.11 	0.85 	0.55 	0.01 
111	0.16 	0.06 	0.61 	0.16 	0.00 
112	0.09 	0.01 	0.47 	0.16 	0.01 
113	0.46 	0.11 	0.56 	0.27 	0.00 
114	0.44 	0.21 	0.71 	0.27 	0.01 
115	0.54 	0.15 	0.33 	0.15 	0.01 
116	0.13 	0.13 	0.85 	0.33 	0.01 
117	0.27 	0.12 	0.74 	0.29 	0.00 
118	0.33 	0.10 	0.57 	0.26 	0.00 
119	0.07 	0.07 	0.86 	0.73 	0.05 
120	0.00 	0.00 	0.55 	0.08 	0.01 
121	0.00 	0.00 	0.45 	0.11 	0.04 
122	0.03 	0.01 	0.33 	0.12 	0.02 
123	0.00 	0.00 	0.62 	0.02 	0.06 
124	0.24 	0.02 	0.50 	0.16 	0.01 
125	0.43 	0.11 	0.57 	0.42 	0.01 
126	0.18 	0.11 	0.72 	0.33 	0.01 
127	0.58 	0.17 	0.50 	0.29 	0.01 
128	0.26 	0.17 	0.82 	0.55 	0.00 
129	0.35 	0.11 	0.32 	0.09 	0.01 
130	0.05 	0.12 	0.83 	0.18 	0.00 
131	0.12 	0.13 	0.42 	0.44 	0.01 
132	0.32 	0.11 	0.57 	0.50 	0.02 
133	0.26 	0.13 	0.77 	0.64 	0.01 
134	0.04 	0.00 	0.43 	0.12 	0.00 
135	0.70 	0.16 	0.32 	0.27 	0.02 
136	0.26 	0.07 	0.37 	0.19 	0.05 
137	0.10 	0.04 	0.78 	0.57 	0.02 
138	0.17 	0.01 	0.55 	0.15 	0.00 
139	0.22 	0.12 	0.77 	0.55 	0.02 
140	0.16 	0.17 	0.70 	0.51 	0.01 
141	0.14 	0.04 	0.49 	0.18 	0.01 
142	0.48 	0.12 	0.24 	0.14 	0.00 
143	0.00 	0.00 	0.64 	0.01 	0.00 
144	0.32 	0.17 	0.82 	0.42 	0.01 
145	0.13 	0.05 	0.57 	0.35 	0.01 
146	0.30 	0.07 	0.56 	0.49 	0.01 
147	0.06 	0.01 	0.47 	0.12 	0.01 
148	0.19 	0.08 	0.71 	0.72 	0.01 
149	0.26 	0.02 	0.55 	0.21 	0.00 
150	0.09 	0.14 	0.54 	0.34 	0.01 
151	0.10 	0.13 	0.46 	0.52 	0.01 
152	0.36 	0.14 	0.60 	0.24 	0.00 
153	0.29 	0.13 	0.63 	0.39 	0.01 
154	0.26 	0.02 	0.44 	0.12 	0.00 
155	0.41 	0.18 	0.54 	0.27 	0.00 
156	0.21 	0.06 	0.65 	0.59 	0.02 
157	0.06 	0.13 	0.76 	0.19 	0.00 
158	0.29 	0.10 	0.54 	0.38 	0.00 
159	0.12 	0.03 	0.44 	0.25 	0.01 
160	0.07 	0.19 	0.88 	0.40 	0.01 
161	0.52 	0.05 	0.43 	0.26 	0.00 
162	0.28 	0.10 	0.38 	0.40 	0.01 
163	0.25 	0.02 	0.47 	0.13 	0.00 
164	0.38 	0.10 	0.53 	0.40 	0.01 
165	0.26 	0.10 	0.44 	0.24 	0.00 
166	0.21 	0.16 	0.84 	0.30 	0.00 
167	0.31 	0.04 	0.41 	0.12 	0.01 
168	0.38 	0.09 	0.35 	0.13 	0.03 
169	0.32 	0.08 	0.61 	0.43 	0.01 
170	0.40 	0.11 	0.57 	0.19 	0.01 
171	0.23 	0.10 	0.67 	0.43 	0.00 
172	0.21 	0.11 	0.80 	0.46 	0.02 
173	0.00 	0.01 	0.44 	0.11 	0.00 
174	0.17 	0.17 	0.64 	0.46 	0.00 
175	0.35 	0.09 	0.82 	0.67 	0.01 
176	0.14 	0.11 	0.63 	0.52 	0.01 
177	0.18 	0.20 	0.85 	0.59 	0.01 
178	0.13 	0.12 	0.71 	0.45 	0.01 
179	0.00 	0.00 	0.55 	0.09 	0.01 
180	0.41 	0.06 	0.51 	0.36 	0.01 
181	0.42 	0.04 	0.50 	0.17 	0.00 
182	0.52 	0.27 	0.23 	0.14 	0.01 
183	0.18 	0.09 	0.46 	0.46 	0.01 
184	0.29 	0.07 	0.35 	0.21 	0.01 
185	0.24 	0.13 	0.67 	0.44 	0.00 
186	0.44 	0.06 	0.50 	0.45 	0.00 
187	0.47 	0.17 	0.55 	0.15 	0.01 
188	0.41 	0.04 	0.49 	0.25 	0.00 
189	0.13 	0.10 	0.62 	0.26 	0.00 
190	0.50 	0.06 	0.51 	0.18 	0.00 
191	0.75 	0.18 	0.43 	0.23 	0.01 
192	0.00 	0.00 	0.55 	0.08 	0.00 
193	0.11 	0.10 	0.80 	0.46 	0.02 
194	0.41 	0.08 	0.59 	0.43 	0.00 
195	0.34 	0.16 	0.73 	0.23 	0.02 
196	0.27 	0.20 	0.73 	0.40 	0.00 
197	0.24 	0.14 	0.69 	0.58 	0.02 
198	0.27 	0.08 	0.42 	0.12 	0.00 
199	0.85 	0.13 	0.39 	0.10 	0.01 
200	0.51 	0.09 	0.50 	0.23 	0.01 
201	0.25 	0.09 	0.88 	0.72 	0.00 
202	0.27 	0.07 	0.44 	0.24 	0.01 
203	0.27 	0.09 	0.81 	0.42 	0.00 
204	0.62 	0.10 	0.38 	0.21 	0.01 
205	0.55 	0.13 	0.46 	0.37 	0.01 
206	0.51 	0.11 	0.38 	0.14 	0.01 
207	0.32 	0.07 	0.79 	0.42 	0.01 
208	0.07 	0.01 	0.60 	0.11 	0.00 
209	0.33 	0.12 	0.60 	0.46 	0.03 
210	0.00 	0.00 	0.58 	0.04 	0.07 
211	0.40 	0.08 	0.56 	0.58 	0.41 
212	0.32 	0.11 	0.83 	0.57 	0.01 
213	0.43 	0.06 	0.46 	0.25 	0.01 
214	0.00 	0.00 	0.62 	0.00 	0.00 
215	0.07 	0.17 	0.88 	0.68 	0.00 
216	0.29 	0.08 	0.84 	0.49 	0.01 
217	0.14 	0.11 	0.50 	0.51 	0.05 
218	0.65 	0.17 	0.37 	0.17 	0.02 
219	0.97 	0.19 	0.33 	0.19 	1.00 
220	0.62 	0.14 	0.53 	0.42 	0.01 
221	0.00 	0.00 	0.67 	0.08 	0.02 
222	0.13 	0.12 	0.91 	0.88 	0.00 
223	0.27 	0.13 	0.60 	0.64 	0.02 
224	0.23 	0.11 	0.70 	0.30 	0.01 
225	0.16 	0.13 	0.61 	0.28 	0.03 
226	0.30 	0.14 	0.80 	0.57 	0.18 
227	0.33 	0.07 	0.41 	0.12 	0.01 
228	0.15 	0.02 	0.55 	0.11 	0.02 
229	0.11 	0.05 	0.42 	0.11 	0.01 
230	0.32 	0.10 	0.76 	0.52 	0.00 
231	0.38 	0.09 	0.55 	0.35 	0.00 
232	0.34 	0.10 	0.57 	0.47 	0.01 
233	0.34 	0.03 	0.33 	0.18 	0.02 
234	0.00 	0.00 	0.50 	0.10 	0.00 
235	0.26 	0.07 	0.44 	0.11 	0.01 
236	0.13 	0.07 	0.36 	0.31 	0.03 
237	0.11 	0.72 	0.52 	0.67 	0.13 
238	0.36 	0.08 	0.48 	0.38 	0.01 
239	0.00 	0.00 	0.61 	0.12 	0.01 
240	0.16 	0.10 	0.81 	0.47 	0.01 
241	0.15 	0.18 	0.70 	0.41 	0.03 
242	0.18 	0.17 	0.76 	0.64 	0.01 
243	0.03 	0.14 	0.85 	0.62 	0.01 
244	0.90 	0.09 	0.38 	0.14 	0.02 
245	0.02 	0.00 	0.49 	0.09 	0.00 
246	0.13 	0.01 	0.39 	0.13 	0.01 
247	0.29 	0.10 	0.71 	0.63 	0.02 
248	0.51 	0.15 	0.51 	0.37 	0.00 
249	0.13 	0.14 	0.45 	0.34 	0.00 
250	0.43 	0.16 	0.66 	0.55 	0.01 
251	0.55 	0.07 	0.55 	0.41 	0.02 
252	0.16 	0.11 	0.61 	0.55 	0.01 
253	0.56 	0.07 	0.45 	0.15 	0.01 
254	0.19 	0.04 	0.66 	0.33 	0.00 
255	0.31 	0.05 	0.85 	0.32 	0.00 
256	0.44 	0.10 	0.51 	0.65 	0.01 
257	0.00 	0.00 	0.58 	0.07 	0.00 
258	0.42 	0.16 	0.67 	0.38 	0.01 
259	0.35 	0.15 	0.58 	0.42 	0.01 
260	0.29 	0.07 	0.46 	0.20 	0.01 
261	0.38 	0.09 	0.47 	0.19 	0.00 
262	0.27 	0.48 	0.49 	0.69 	0.00 
263	0.13 	0.14 	0.61 	0.38 	0.00 
264	0.12 	0.14 	0.62 	0.51 	0.01 
265	0.62 	0.11 	0.42 	0.28 	0.13 
266	0.76 	0.23 	0.31 	0.15 	0.01 
267	0.18 	0.03 	0.55 	0.08 	0.01 
268	0.10 	0.06 	0.62 	0.60 	0.04 
269	0.17 	0.02 	0.51 	0.08 	0.01 
270	0.02 	0.14 	0.79 	0.59 	0.00 
271	0.00 	0.00 	0.60 	0.02 	0.05 
272	0.17 	0.08 	0.08 	0.22 	0.03 
273	0.61 	0.09 	0.54 	0.32 	0.00 
274	0.40 	0.13 	0.70 	0.42 	0.04 
275	0.26 	0.18 	0.75 	0.21 	0.00 
276	0.23 	0.11 	0.76 	0.37 	0.03 
277	0.04 	0.03 	0.48 	0.11 	0.00 
278	0.94 	0.15 	0.31 	0.21 	0.11 
279	0.39 	0.08 	0.43 	0.16 	0.03 
280	0.31 	0.17 	0.82 	0.29 	0.01 
281	0.24 	0.40 	0.61 	0.81 	0.00 
282	0.17 	0.15 	0.72 	0.13 	0.01 
283	0.29 	0.10 	0.72 	0.74 	0.02 
284	0.34 	0.09 	0.62 	0.28 	0.01 
285	0.35 	0.08 	0.69 	0.24 	0.00 
286	0.35 	0.08 	0.51 	0.11 	0.01 
287	0.60 	0.16 	0.34 	0.17 	0.31 
288	0.40 	0.11 	0.56 	0.16 	0.01 
289	0.50 	0.27 	0.54 	0.31 	0.01 
290	0.51 	0.09 	0.57 	0.56 	0.06 
291	0.15 	0.09 	0.93 	0.73 	0.01 
292	0.17 	0.06 	0.00 	0.07 	0.01 
293	0.53 	0.09 	0.55 	0.31 	0.02 
294	0.44 	0.08 	0.22 	0.18 	0.00 
295	0.31 	0.13 	0.65 	0.54 	0.01 
296	0.26 	0.10 	0.39 	0.14 	0.01 
297	0.17 	0.15 	0.61 	0.44 	0.06 
298	0.13 	0.11 	1.01 	0.38 	0.00 
299	0.07 	0.23 	0.79 	0.28 	0.00 
300	0.19 	0.12 	0.78 	0.36 	0.03 
301	0.84 	0.17 	0.45 	0.13 	0.00 
302	0.22 	0.14 	0.49 	0.37 	0.01 
303	0.00 	0.00 	0.63 	0.06 	0.01 
304	0.00 	0.01 	0.39 	0.10 	0.02 
305	0.32 	0.06 	0.55 	0.45 	0.00 
306	0.17 	0.02 	0.43 	0.12 	0.02 
307	0.20 	0.27 	0.90 	0.61 	0.02 
308	0.51 	0.10 	0.38 	0.30 	0.01 
309	0.21 	0.04 	0.62 	0.47 	0.01 
310	0.70 	0.14 	0.45 	0.17 	0.00 
311	0.25 	0.27 	0.79 	0.29 	0.00 
312	0.06 	0.06 	0.80 	0.47 	0.01 
313	0.26 	0.09 	0.75 	0.64 	0.01 
314	0.52 	0.11 	0.38 	0.28 	0.01 
315	0.00 	0.00 	0.49 	0.11 	0.00 
316	0.09 	0.47 	0.43 	0.53 	0.01 
317	0.60 	0.13 	0.67 	0.30 	0.00 
318	0.18 	0.10 	0.50 	0.40 	0.01 
319	0.17 	0.04 	0.44 	0.10 	0.00 
320	0.03 	0.00 	0.56 	0.06 	0.00 
321	0.15 	0.11 	0.71 	0.20 	0.00 
322	0.07 	0.10 	0.57 	0.33 	0.01 
323	0.60 	0.18 	0.60 	0.16 	0.01 
324	0.15 	0.09 	0.82 	0.44 	0.00 
325	0.27 	0.04 	0.37 	0.38 	0.00 
326	0.09 	0.10 	0.41 	0.19 	0.03 
327	0.08 	0.07 	0.63 	0.81 	0.01 
328	0.15 	0.02 	0.52 	0.12 	0.01 
329	0.19 	0.11 	0.74 	0.52 	0.01 
330	0.28 	0.13 	0.60 	0.44 	0.00 
331	0.26 	0.05 	0.51 	0.24 	0.04 
332	0.56 	0.09 	0.36 	0.14 	0.00 
333	0.10 	0.03 	0.34 	0.17 	0.00 
334	0.40 	0.13 	0.62 	0.43 	0.00 
335	0.33 	0.07 	0.40 	0.22 	0.01 
336	0.41 	0.07 	0.49 	0.26 	0.04 
337	0.55 	0.09 	0.61 	0.38 	0.00 
338	0.00 	0.00 	0.52 	0.07 	0.00 
339	0.29 	0.13 	0.81 	0.25 	0.00 
340	0.22 	0.09 	0.89 	0.76 	0.01 
341	0.10 	0.04 	0.54 	0.13 	0.00 
342	0.41 	0.11 	0.64 	0.39 	0.00 
343	0.56 	0.11 	0.63 	0.28 	0.00 
344	0.19 	0.09 	0.42 	0.14 	0.01 
345	0.14 	0.06 	0.62 	0.32 	0.00 
346	0.26 	0.09 	0.72 	0.65 	0.01 
347	0.02 	0.00 	0.36 	0.11 	0.03 
348	0.12 	0.12 	0.74 	0.45 	0.00 
349	0.64 	0.14 	0.29 	0.20 	0.06 
350	0.00 	0.01 	0.43 	0.14 	0.00 
351	0.26 	0.26 	0.80 	0.26 	0.01 
352	0.09 	0.01 	0.54 	0.12 	0.01 
353	0.18 	0.02 	0.50 	0.27 	0.00 
354	0.35 	0.06 	0.39 	0.43 	0.01 
355	0.27 	0.05 	0.63 	0.37 	0.01 
356	0.38 	0.14 	0.55 	0.51 	0.00 
357	0.20 	0.03 	0.61 	0.12 	0.01 
358	0.50 	0.11 	0.38 	0.36 	0.01 
359	0.79 	0.15 	0.23 	0.14 	0.06 
360	0.42 	0.03 	0.41 	0.09 	0.01 
361	0.27 	0.02 	0.39 	0.12 	0.01 
362	0.00 	0.00 	0.62 	0.08 	0.00 
363	0.43 	0.12 	0.35 	0.09 	0.00 
364	0.15 	0.03 	0.62 	0.31 	0.02 
365	0.39 	0.10 	0.30 	0.20 	0.03 
366	0.31 	0.15 	0.83 	0.69 	0.00 
